Time[s],"X (HR=10%)",Time[s],"X (HR=20%)",Time[s],"X (HR=30%)",Time[s],"X (HR=40%)"
,,,,40311,0.03754007739082374,,
,,,,40371,0.03753454947484802,,
,,,,40431,0.03760088446655609,,
,,,,40491,0.03753454947484802,,
,,,,40551,0.037517965726921,,
,,,,40611,0.037517965726921,,
,,,,40671,0.037567716970702054,,
,,,,40731,0.03753454947484802,,
,,,,40791,0.03752902155887231,,
,,,,40851,0.03755666113875075,,
,,,,40911,0.03752349364289672,,
,,,,40971,0.03752902155887231,,
,,,,41031,0.03755113322277504,,
,,,,41095,0.03744057490326151,,
,,,,41151,0.037562189054726344,,
,,,,41211,0.03753454947484802,,
,,,,41271,0.03752349364289672,,
,,,,41331,0.037545605306799325,,
,,,,41391,0.03749032614704256,,
,,,,41451,0.037567716970702054,,
,,,,41511,0.03752902155887231,,
,,,,41571,0.03753454947484802,,
,,,,41631,0.03748479823106697,,
,,,,41691,0.03752349364289672,,
,,,,41751,0.03749032614704256,,
,,,,41811,0.03750138197899399,,
,,,,41871,0.03749585406301827,,
,,,,41931,0.03750138197899399,,
,,,,41991,0.037435046987285794,,
,,,,42051,0.037506909894969576,,
,,,,42111,0.037473742399115544,,
,,,,42171,0.03750138197899399,,
,,,,42231,0.037473742399115544,,
,,,,42291,0.03750138197899399,,
,,,,42351,0.037457158651188524,,
,,,,42411,0.03749032614704256,,
,,,,42471,0.037473742399115544,,
,,,,42531,0.03748479823106697,,
,,,,42591,0.03751243781094529,,
,,,,42651,0.03749032614704256,,
,,,,42711,0.03749032614704256,,
,,,,42771,0.03744610281923722,,
,,,,42831,0.03748479823106697,,
,,,,42891,0.03747927031509126,,
,,,,42951,0.03739082365948046,,
,,,,43011,0.037435046987285794,,
,,,,43071,0.03747927031509126,,
,,,,43131,0.03744057490326151,,
,,,,43191,0.03740740740740747,,
,,,,43251,0.037473742399115544,,
,,,,43311,0.037451630735212814,,
,,,,43371,0.03744610281923722,,
,,,,43431,0.03744057490326151,,
,,,,43491,0.03742399115533449,,
,,,,43551,0.037473742399115544,,
,,,,43611,0.037473742399115544,,
,,,,43671,0.03746821448313983,,
,,,,43731,0.037435046987285794,,
,,,,43791,0.037396351575456045,,
,,,,43851,0.037412935323383065,,
,,,,43911,0.0374295190713102,,
,,,,43971,0.03744610281923722,,
,,,,44031,0.03739082365948046,,
,,,,44091,0.03737976782752903,,
,,,,44151,0.0374295190713102,,
,,,,44211,0.03739082365948046,,
,,,,44271,0.03742399115533449,,
,,,,44331,0.037435046987285794,,
,,,,44391,0.03740740740740747,,
,,,,44451,0.03739082365948046,,
,,,,44511,0.037412935323383065,,
,,,,44571,0.03741846323935878,,
,,,,44631,0.0374295190713102,,
,,,,44691,0.03740740740740747,,
,,,,44751,0.03740740740740747,,
,,,,44811,0.03740187949143176,,
,,,,44871,0.037357656163626296,,
,,,,44931,0.03736871199557772,,
,,,,44991,0.03737976782752903,,
,,,,45051,0.037374239911553316,,
,,,,45111,0.037357656163626296,,
,,,,45171,0.037357656163626296,,
,,,,45231,0.037396351575456045,,
,,,,45291,0.03731343283582096,,
,,,,45351,0.03741846323935878,,
,,,,45411,0.03736318407960201,,
,,,,45471,0.03728026533996692,,
,,,,45531,0.037307904919845244,,
,,,,45591,0.037346600331674994,,
,,,,45651,0.037374239911553316,,
,,,,45711,0.03739082365948046,,
,,,,45771,0.037346600331674994,,
,,,,45831,0.03736871199557772,,
,,,,45891,0.03729132117191823,,
,,,,45951,0.037357656163626296,,
,,,,46011,0.037318960751796554,,
,,,,46071,0.037341072415699283,,
,,,,46131,0.037357656163626296,,
,,,,46191,0.037318960751796554,,
,,,,46251,0.03733554449972369,,
,,,,46311,0.037324488667772264,,
,,,,46371,0.037346600331674994,,
,,,,46431,0.03733001658374798,,
,,,,46491,0.037318960751796554,,
,,,,46551,0.037307904919845244,,
,,,,46611,0.037307904919845244,,
,,,,46671,0.037318960751796554,,
,,,,46731,0.037263681592039785,,
,,,,46791,0.037346600331674994,,
,,,,46851,0.037318960751796554,,
,,,,46911,0.03729684908789394,,
,,,,46971,0.03729684908789394,,
,,,,47031,0.0372692095080155,,
,,,,47091,0.03727473742399121,,
,,,,47151,0.03729684908789394,,
,,,,47211,0.03729132117191823,,
,,,,47271,0.0372692095080155,,
,,,,47331,0.037247097844112766,,
,,,,47391,0.037324488667772264,,
,,,,47451,0.037324488667772264,,
,,,,47511,0.03728026533996692,,
,,,,47571,0.03727473742399121,,
,,,,47631,0.037247097844112766,,
,,,,47691,0.03725262576008848,,
,,,,47751,0.037285793255942515,,
,,,,47811,0.037247097844112766,,
,,,,47871,0.03725262576008848,,
,,,,47931,0.03727473742399121,,
,,,,47992,0.037285793255942515,,
,,,,48051,0.037247097844112766,,
,,,,48111,0.03725815367606419,,
,,,,48171,0.03725815367606419,,
,,,,48231,0.03727473742399121,,
,,,,48291,0.03723051409618575,,
,,,,48351,0.037247097844112766,,
,,,,48411,0.0372692095080155,,
,,,,48471,0.03723604201216146,,
,,,,48531,0.03718629076838041,,
,,,,48594,0.037247097844112766,,
,,,,48653,0.037213930348258734,,
,,,,48711,0.037247097844112766,,
,,,,48771,0.03714759535655066,,
,,,,48831,0.037224986180210036,,
,,,,48893,0.0371807628524047,,
,,,,48951,0.03723604201216146,,
,,,,49011,0.03723604201216146,,
,,,,49071,0.03720840243228302,,
,,,,49131,0.03720840243228302,,
,,,,49191,0.037213930348258734,,
,,,,49251,0.037224986180210036,,
,,,,49311,0.037158651188501965,,
,,,,49371,0.0371807628524047,,
,,,,49432,0.037175234936428984,,
,,,,49491,0.037219458264234444,,
,,,,49551,0.03720840243228302,,
,,,,49611,0.037224986180210036,,
,,,,49671,0.037158651188501965,,
,,,,49731,0.037191818684356004,,
,,,,49791,0.037219458264234444,,
,,,,49851,0.03718629076838041,,
,,,,49914,0.037158651188501965,,
,,,,49971,0.03711995577667222,,
,,,,50031,0.037224986180210036,,
,,,,50091,0.03723051409618575,,
,,,,50151,0.037175234936428984,,
,,,,50211,0.03718629076838041,,
,,,,50271,0.0371807628524047,,
,,,,50331,0.03716417910447768,,
,,,,50391,0.037169707020453274,,
,,,,50451,0.037219458264234444,,
,,,,50511,0.037197346600331714,,
,,,,50571,0.037197346600331714,,
,,,,50631,0.037213930348258734,,
,,,,50691,0.03716417910447768,,
,,,,50751,0.03714759535655066,,
,,,,50811,0.03716417910447768,,
,,,,50871,0.0371807628524047,,
,,,,50931,0.037131011608623525,,
,,,,50991,0.03716417910447768,,
,,,,51051,0.037153123272526255,,
,,,,51111,0.037153123272526255,,
,,,,51171,0.0371807628524047,,
,,,,51231,0.03714206744057495,,
,,,,51291,0.03714206744057495,,
,,,,51352,0.03711995577667222,,
,,,,51411,0.037070204532891164,,
,,,,51471,0.037158651188501965,,
,,,,51531,0.03723604201216146,,
,,,,51591,0.03714206744057495,,
,,,,51653,0.037048092868988435,,
,,,,51711,0.037169707020453274,,
,,,,51771,0.037153123272526255,,
,,,,51831,0.037153123272526255,,
,,,,51891,0.0371807628524047,,
,,,,51951,0.03714206744057495,,
,,,,52011,0.037131011608623525,,
,,,,52072,0.037086788280818184,,
,,,,52131,0.037114427860696506,,
,,,,52191,0.03711995577667222,,
,,,,52251,0.037131011608623525,,
,,,,52311,0.037086788280818184,,
,,,,52371,0.037081260364842474,,
,,,,52431,0.037097844112769486,,
,,,,52491,0.037097844112769486,,
,,,,52551,0.03714206744057495,,
,,,,52611,0.037136539524599235,,
,,,,52671,0.03712548369264793,,
,,,,52731,0.0371033720287452,,
,,,,52791,0.036987285793255956,,
,,,,52851,0.037070204532891164,,
,,,,52911,0.03711995577667222,,
,,,,52971,0.03710889994472091,,
,,,,53033,0.03711995577667222,,
,,,,53091,0.037025981205085705,,
,,,,53151,0.037081260364842474,,
,,,,53211,0.037086788280818184,,
,,,,53271,0.03705362078496415,,
,,,,53331,0.037048092868988435,,
,,,,53391,0.03714206744057495,,
,,,,53451,0.037042564953012724,,
,,,,53511,0.037059148700939744,,
,,,,53571,0.037075732448866756,,
,,,,53631,0.03710889994472091,,
,,,,53691,0.037097844112769486,,
,,,,53751,0.0371033720287452,,
,,,,53811,0.037042564953012724,,
,,,,53871,0.037009397457158685,,
,,,,53933,0.037048092868988435,,
,,,,53991,0.037059148700939744,,
,,,,54051,0.037075732448866756,,
,,,,54111,0.03705362078496415,,
,,,,54171,0.037075732448866756,,
,,,,54233,0.03703150912106142,,
,,,,54291,0.036954118297401924,,
,,,,54351,0.03699281370923167,,
,,,,54411,0.037070204532891164,,
,,,,54472,0.037075732448866756,,
,,,,54531,0.037009397457158685,,
,,,,54595,0.03705362078496415,,
,,,,54651,0.03697070204532894,,
,,,,54711,0.037131011608623525,,
,,,,54771,0.037042564953012724,,
,,,,54831,0.03690436705362087,,
,,,,54891,0.037020453289109995,,
,,,,54951,0.037048092868988435,,
,,,,55011,0.03699281370923167,,
,,,,55071,0.03699834162520738,,
,,,,55131,0.03703150912106142,,
,,,,55191,0.037003869541182975,,
,,,,55253,0.03694306246545062,,
,,,,55314,0.037003869541182975,,
,,,,55374,0.036948590381426206,,
,,,,55431,0.037025981205085705,,
,,,,55491,0.037020453289109995,,
,,,,55551,0.03694306246545062,,
,,,,55611,0.036959646213377634,,
,,,,55673,0.037070204532891164,,
,,,,55731,0.0370149253731344,,
,,,,55791,0.036987285793255956,,
,,,,55851,0.03705362078496415,,
,,,,55911,0.03703150912106142,,
,,,,55972,0.03692647871752348,,
,,,,56031,0.036981757877280245,,
,,,,56091,0.036987285793255956,,
,,,,56152,0.037042564953012724,,
,,,,56211,0.03699834162520738,,
,,,,56271,0.037003869541182975,,
,,,,56331,0.03699281370923167,,
,,,,56391,0.0370149253731344,,
,,,,56451,0.036932006633499194,,
,,,,56511,0.036948590381426206,,
,,,,56571,0.036981757877280245,,
,,,,56631,0.036959646213377634,,
,,,,56693,0.036898839137645155,,
,,,,56751,0.036981757877280245,,
,,,,56811,0.03692647871752348,,
,,,,56871,0.036932006633499194,,
,,,,56931,0.0370149253731344,,
,,,,56991,0.03694306246545062,,
,,,,57051,0.03699281370923167,,
,,,,57111,0.036948590381426206,,
,,,,57171,0.03699281370923167,,
,,,,57231,0.03688225538971814,,
,,,,57292,0.036854615809839696,,
,,,,57351,0.036948590381426206,,
,,,,57411,0.036937534549474904,,
,,,,57471,0.036948590381426206,,
,,,,57531,0.037003869541182975,,
,,,,57592,0.036893311221669445,,
,,,,57651,0.03694306246545062,,
,,,,57711,0.036920950801547885,,
,,,,57771,0.036920950801547885,,
,,,,57831,0.037003869541182975,,
,,,,57891,0.036965174129353226,,
,,,,57951,0.037042564953012724,,
,,,,58012,0.036909894969596464,,
,,,,58071,0.036909894969596464,,
,,,,58131,0.036932006633499194,,
,,,,58191,0.036893311221669445,,
,,,,58251,0.03692647871752348,,
,,,,58311,0.03686567164179112,,
,,,,58371,0.036893311221669445,,
,,,,58431,0.03694306246545062,,
,,,,58491,0.03688778330569373,,
,,,,58551,0.036920950801547885,,
,,,,58611,0.03690436705362087,,
,,,,58671,0.036981757877280245,,
,,,,58731,0.036948590381426206,,
,,,,58791,0.036920950801547885,,
,,,,58851,0.036932006633499194,,
,,,,58911,0.036826976229961374,,
,,,,58972,0.036871199557766715,,
,,,,59031,0.03690436705362087,,
,,,,59091,0.0368490878938641,,
,,,,59151,0.03690436705362087,,
,,,,59211,0.036838032061912676,,
,,,,59271,0.03684355997788839,,
,,,,59332,0.036821448313985664,,
,,,,59391,0.03688778330569373,,
,,,,59454,0.0368490878938641,,
,,,,59511,0.036860143725815406,,
,,,,59571,0.036909894969596464,,
,,,,59631,0.036860143725815406,,
,,,,59691,0.036909894969596464,,
,,,,59751,0.036826976229961374,,
,,,,59811,0.03686567164179112,,
,,,,59871,0.036876727473742425,,
,,,,59931,0.03692647871752348,,
,,,,59991,0.036915422885572174,,
,,,,60051,0.036920950801547885,,
,,,,60111,0.036909894969596464,,
,,,,60171,0.03688778330569373,,
,,,,60231,0.036821448313985664,,
,,,,60291,0.036871199557766715,,
,,,,60351,0.03686567164179112,,
,,,,60411,0.03686567164179112,,
,,,,60471,0.03692647871752348,,
,,,,60531,0.036838032061912676,,
,,,,60592,0.036826976229961374,,
,,,,60654,0.036932006633499194,,
,,,,60713,0.0368490878938641,,
,,,,60771,0.036832504145936966,,
,,,,60831,0.03679933665008293,,
,,,,60891,0.03686567164179112,,
,,,,60951,0.036815920398009946,,
,,,,61011,0.0368490878938641,,
,,,,61071,0.03688778330569373,,
,,,,61131,0.036821448313985664,,
,,,,61193,0.03679933665008293,,
,,,,61251,0.036782752902155914,,
,,,,61311,0.036804864566058644,,
,,,,61373,0.0367772249861802,,
,,,,61431,0.036876727473742425,,
,,,,61491,0.036810392482034354,,
,,,,61551,0.03679380873410722,,
,,,,61611,0.036876727473742425,,
,,,,61674,0.03684355997788839,,
,,,,61731,0.036838032061912676,,
,,,,61791,0.036826976229961374,,
,,,,61851,0.036749585406301875,,
,,,,61911,0.036838032061912676,,
,,,,61973,0.036815920398009946,,
,,,,62031,0.036826976229961374,,
,,,,62091,0.036860143725815406,,
,,,,62151,0.036694306246545114,,
,,,,62211,0.036838032061912676,,
,,,,62272,0.03673852957435045,,
,,,,62331,0.036821448313985664,,
,,,,62391,0.03675511332227759,,
,,,,62452,0.036771697070204605,,
,,,,62511,0.036821448313985664,,
,,,,62571,0.03684355997788839,,
,,,,62631,0.036832504145936966,,
,,,,62691,0.03673300165837486,,
,,,,62754,0.03675511332227759,,
,,,,62811,0.036826976229961374,,
,,,,62871,0.036721945826423436,,
,,,,62931,0.0367772249861802,,
,,,,62992,0.036749585406301875,,
,,,,63051,0.03679933665008293,,
,,,,63113,0.036782752902155914,,
,,,,63172,0.036749585406301875,,
,,,,63231,0.036788280818131625,,
,,,,63293,0.036749585406301875,,
,,,,63351,0.036721945826423436,,
,,,,63412,0.036810392482034354,,
,,,,63471,0.036804864566058644,,
,,,,63531,0.03679380873410722,,
,,,,63591,0.036766169154228895,,
,,,,63652,0.03679380873410722,,
,,,,63711,0.036749585406301875,,
,,,,63771,0.036766169154228895,,
,,,,63831,0.036771697070204605,,
,,,,63891,0.036810392482034354,,
,,,,63951,0.036810392482034354,,
,,,,64012,0.036749585406301875,,
,,,,64071,0.03671641791044784,,
,,,,64131,0.03679380873410722,,
,,,,64191,0.03675511332227759,,
,,,,64251,0.03673300165837486,,
,,,,64311,0.036766169154228895,,
,,,,64371,0.036788280818131625,,
,,,,64431,0.03671641791044784,,
,,,,64491,0.036672194582642384,,
,,,,64554,0.03673852957435045,,
,,,,64611,0.03671641791044784,,
,,,,64671,0.036661138750691075,,
,,,,64731,0.03671641791044784,,
,,,,64791,0.03675511332227759,,
,,,,64851,0.03673852957435045,,
,,,,64911,0.03675511332227759,,
,,,,64971,0.036782752902155914,,
,,,,65031,0.036727473742399146,,
,,,,65091,0.036749585406301875,,
,,,,65153,0.03671641791044784,,
,,,,65211,0.03664455500276394,,
,,,,65273,0.03673852957435045,,
,,,,65331,0.036749585406301875,,
,,,,65391,0.036766169154228895,,
,,,,65451,0.036744057490326165,,
,,,,65511,0.03658927584300717,,
,,,,65572,0.036683250414593686,,
,,,,65631,0.03675511332227759,,
,,,,65691,0.03671641791044784,,
,,,,65751,0.036727473742399146,,
,,,,65811,0.036694306246545114,,
,,,,65871,0.036721945826423436,,
,,,,65932,0.036688778330569397,,
,,,,65995,0.036545052515201834,,
,,,,66051,0.036727473742399146,,
,,,,66111,0.036727473742399146,,
,,,,66171,0.036705362078496416,,
,,,,66231,0.036721945826423436,,
,,,,66291,0.036688778330569397,,
,,,,66351,0.036782752902155914,,
,,,,66411,0.036594803758982886,,
,,,,66471,0.036688778330569397,,
,,,,66531,0.036727473742399146,,
,,,,66591,0.036694306246545114,,
,,,,66651,0.036683250414593686,,
,,,,66711,0.036694306246545114,,
,,,,66771,0.036611387506909905,,
,,,,66831,0.036655610834715364,,
,,,,66891,0.036705362078496416,,
,,,,66951,0.036683250414593686,,
,,,,67011,0.03664455500276394,,
,,,,67071,0.03665008291873965,,
,,,,67131,0.036683250414593686,,
,,,,67191,0.036672194582642384,,
,,,,67252,0.036594803758982886,,
,,,,67313,0.036655610834715364,,
,,,,67371,0.036699834162520706,,
,,,,67431,0.03673300165837486,,
,,,,67491,0.036677722498618094,,
,,,,67551,0.03675511332227759,,
,,,,67611,0.036616915422885615,,
,,,,67676,0.036611387506909905,,
,,,,67731,0.036611387506909905,,
,,,,67791,0.036710889994472126,,
,,,,67851,0.036655610834715364,,
,,,,67911,0.036633499170812635,,
,,,,67971,0.036639027086788345,,
,,,,68032,0.03664455500276394,,
,,,,68091,0.03658927584300717,,
,,,,68151,0.036594803758982886,,
,,,,68211,0.036616915422885615,,
,,,,68271,0.036600331674958596,,
,,,,68331,0.036578220011055866,,
,,,,68391,0.03658374792703158,,
,,,,68451,0.03658374792703158,,
,,,,68511,0.036611387506909905,,
,,,,68571,0.03662244333886133,,
,,,,68631,0.036655610834715364,,
,,,,68691,0.03660585959093431,,
,,,,68751,0.03660585959093431,,
,,,,68814,0.036694306246545114,,
,,,,68871,0.036528468767274815,,
,,,,68931,0.036572692095080156,,
,,,,68993,0.036484245439469355,,
,,,,69054,0.036556108347153136,,
,,,,69111,0.036572692095080156,,
,,,,69171,0.03656163626312885,,
,,,,69231,0.036683250414593686,,
,,,,69291,0.036616915422885615,,
,,,,69351,0.03662244333886133,,
,,,,69411,0.036594803758982886,,
,,,,69471,0.03653399668325041,,
,,,,69531,0.036639027086788345,,
,,,,69591,0.03658927584300717,,
,,,,69651,0.036611387506909905,,
,,,,69711,0.036556108347153136,,
,,,,69771,0.036567164179104564,,
,,,,69831,0.03656163626312885,,
,,,,69891,0.03658927584300717,,
,,,,69955,0.03660585959093431,,
,,,,70012,0.036594803758982886,,
,,,,70071,0.036567164179104564,,
,,,,70131,0.03662797125483692,,
,,,,70191,0.036572692095080156,,
,,,,70251,0.036688778330569397,,
,,,,70311,0.03658927584300717,,
,,,,70371,0.03660585959093431,,
,,,,70431,0.03658927584300717,,
,,,,70491,0.036639027086788345,,
,,,,70551,0.036677722498618094,,
,,,,70611,0.036594803758982886,,
,,,,70671,0.036545052515201834,,
,,,,70731,0.036567164179104564,,
,,,,70791,0.036616915422885615,,
,,,,70851,0.036600331674958596,,
,,,,70911,0.03662797125483692,,
,,,,70971,0.036567164179104564,,
,,,,71031,0.036594803758982886,,
,,,,71091,0.036550580431177426,,
,,,,71151,0.036655610834715364,,
,,,,71212,0.036567164179104564,,
,,,,71271,0.03653399668325041,,
,,,,71331,0.03656163626312885,,
,,,,71391,0.036600331674958596,,
,,,,71451,0.036550580431177426,,
,,,,71511,0.036600331674958596,,
,,,,71571,0.036506357103372085,,
,,,,71632,0.036545052515201834,,
,,,,71692,0.03645660585959091,,
,,,,71751,0.036550580431177426,,
,,,,71811,0.036616915422885615,,
,,,,71871,0.03640685461580986,,
,,,,71931,0.036600331674958596,,
,,,,71991,0.036572692095080156,,
,,,,72051,0.03660585959093431,,
,,,,72111,0.036545052515201834,,
,,,,72171,0.036550580431177426,,
,,,,72231,0.036556108347153136,,
,,,,72291,0.03658374792703158,,
,,,,72351,0.03658374792703158,,
,,,,72411,0.036511885019347795,,
,,,,72473,0.036594803758982886,,
,,,,72531,0.03658374792703158,,
,,,,72592,0.036578220011055866,,
,,,,72651,0.03653952459922612,,
,,,,72711,0.036594803758982886,,
,,,,72773,0.03647871752349364,,
,,,,72831,0.036528468767274815,,
,,,,72891,0.03647871752349364,,
,,,,72951,0.036528468767274815,,
,,,,73014,0.036522940851299104,,
,,,,73071,0.036545052515201834,,
,,,,73131,0.036545052515201834,,
,,,,73191,0.036567164179104564,,
,,,,73253,0.036489773355445065,,
,,,,73311,0.03647871752349364,,
,,,,73371,0.036522940851299104,,
,,,,73431,0.03656163626312885,,
,,,,73491,0.03650082918739637,,
,,,,73551,0.03649530127142066,,
,,,,73611,0.036511885019347795,,
,,,,73671,0.036489773355445065,,
,,,,73731,0.036600331674958596,,
,,,,73791,0.036556108347153136,,
,,,,73851,0.036545052515201834,,
,,,,73913,0.036506357103372085,,
,,,,73971,0.036484245439469355,,
,,,,74091,0.036511885019347795,,
,,,,74151,0.03647871752349364,,
,,,,74211,0.036506357103372085,,
,,,,74271,0.036522940851299104,,
,,,,74331,0.03647871752349364,,
,,,,74391,0.036434494195688304,,
,,,,74451,0.03658374792703158,,
,,,,74511,0.036451077943615316,,
,,,,74571,0.03649530127142066,,
,,,,74631,0.036578220011055866,,
,,,,74691,0.03642896627971259,,
,,,,74751,0.03642896627971259,,
,,,,74811,0.036467661691542336,,
,,,,74871,0.036506357103372085,,
,,,,74931,0.03645660585959091,,
,,,,74991,0.03647871752349364,,
,,,,75051,0.036462133775566626,,
,,,,75114,0.03653399668325041,,
,,,,75171,0.036511885019347795,,
,,,,75233,0.036545052515201834,,
,,,,75291,0.036489773355445065,,
,,,,75351,0.03650082918739637,,
,,,,75411,0.036511885019347795,,
,,,,75471,0.036445550027639606,,
,,,,75531,0.036462133775566626,,
,,,,75591,0.03650082918739637,,
,,,,75651,0.036489773355445065,,
,,,,75711,0.03642896627971259,,
,,,,75771,0.036445550027639606,,
,,,,75831,0.036467661691542336,,
,,,,75891,0.036434494195688304,,
,,,,75951,0.03645660585959091,,
,,,,76013,0.036484245439469355,,
,,,,76071,0.03647318960751805,,
,,,,76131,0.03649530127142066,,
,,,,76191,0.03647318960751805,,
,,,,76251,0.036489773355445065,,
,,,,76311,0.036451077943615316,,
,,,,76371,0.03645660585959091,,
,,,,76432,0.03647318960751805,,
,,,,76497,0.036357103372028805,,
,,,,76551,0.036423438363736876,,
,,,,76611,0.036423438363736876,,
,,,,76671,0.036506357103372085,,
,,,,76731,0.03645660585959091,,
,,,,76791,0.036451077943615316,,
,,,,76851,0.036434494195688304,,
,,,,76911,0.03640685461580986,,
,,,,76972,0.036489773355445065,,
,,,,77031,0.036379215035931535,,
